trial_id,first_ratings,group_ratings,second_rating,w_first,w_group
1,0,0,0,1,1
2,3,4,4,1,1
3,6,7,6,1,1
4,0,2,1,1,1
5,1,3,1,1,1
6,4,4,2,1,1
7,6,6,6,1,1
8,2,0,1,1,1
9,5,6,6,1,1
10,1,2,0,1,1
11,2,4,3,1,1
12,2,0,2,1,1
13,0,0,0,1,1
14,4,6,7,1,1
15,4,3,4,1,1
16,1,4,2,1,1
17,5,7,7,1,1
18,5,4,3,1,1
19,1,0,0,1,1
20,6,6,6,1,1
21,0,0,0,1,1
22,6,3,4,1,1
23,4,4,4,1,1
24,4,2,5,1,1
25,0,2,0,1,1
26,0,0,0,1,1
27,5,3,4,1,1
28,4,7,4,1,1
29,4,7,7,1,1
30,1,0,2,1,1
31,1,4,3,1,1
32,5,7,5,1,1
33,0,0,0,1,1
34,3,0,1,1,1
35,6,5,6,1,1
36,0,1,2,1,1
37,3,2,2,1,1
38,2,2,0,1,1
39,5,3,6,1,1
40,1,0,0,1,1
41,1,1,1,1,1
42,5,7,7,1,1
43,6,3,4,1,1
44,3,3,2,1,1
45,3,1,0,1,1
46,3,4,6,1,1
47,1,0,0,1,1
48,3,1,1,1,1
49,0,0,0,1,1
50,6,5,6,1,1
51,5,2,3,1,1
52,0,0,0,1,1
53,7,6,7,1,1
54,3,6,1,1,1
55,0,0,0,1,1
56,6,5,7,1,1
57,7,7,7,1,1
58,5,4,4,1,1
59,1,2,1,1,1
60,6,5,1,1,1
61,2,0,2,1,1
62,1,0,3,1,1
63,5,5,5,1,1
64,7,5,6,1,1
65,7,5,5,1,1
66,5,7,6,1,1
67,1,1,1,1,1
68,4,5,5,1,1
69,1,0,0,1,1
70,5,6,7,1,1
71,5,7,6,1,1
72,5,7,6,1,1
73,0,1,0,1,1
74,2,3,3,1,1
75,2,2,2,1,1
76,7,7,6,1,1
77,5,7,7,1,1
78,6,6,5,1,1
79,6,7,5,1,1
80,3,3,2,1,1
81,5,7,6,1,1
82,7,5,7,1,1
83,6,3,3,1,1
84,2,1,2,1,1
85,0,0,0,1,1
86,3,5,4,1,1
87,4,1,2,1,1
88,7,7,7,1,1
89,0,3,0,1,1
90,7,7,7,1,1
91,0,0,1,1,1
92,6,5,5,1,1
93,5,5,5,1,1
94,3,6,6,1,1
95,6,7,7,1,1
96,4,4,3,1,1
97,4,1,5,1,1
98,3,0,2,1,1
99,5,6,6,1,1
100,4,5,3,1,1
101,3,0,2,1,1
102,3,4,4,1,1
103,7,7,6,1,1
104,0,0,1,1,1
105,4,6,4,1,1
106,4,2,7,1,1
107,6,3,5,1,1
108,5,6,5,1,1
109,0,1,0,1,1
110,0,2,2,1,1
111,6,7,4,1,1
112,6,4,3,1,1
113,2,4,4,1,1
114,5,7,6,1,1
115,1,2,1,1,1
116,1,0,2,1,1
117,7,7,7,1,1
118,2,4,3,1,1
119,7,7,6,1,1
120,5,3,3,1,1
121,1,2,5,1,1
122,7,7,7,1,1
123,6,7,7,1,1
124,6,6,6,1,1
125,3,3,4,1,1
126,2,0,1,1,1
127,4,2,1,1,1
128,1,1,1,1,1
129,1,0,1,1,1
130,0,0,0,1,1
131,2,1,5,1,1
132,2,0,1,1,1
133,1,4,1,1,1
134,6,3,6,1,1
135,1,3,1,1,1
136,4,6,7,1,1
137,7,7,7,1,1
138,1,1,3,1,1
139,7,6,7,1,1
140,4,5,5,1,1
141,3,2,0,1,1
142,6,7,7,1,1
143,6,3,4,1,1
144,7,4,7,1,1
145,4,7,6,1,1
146,3,0,2,1,1
147,5,7,6,1,1
148,7,7,7,1,1
149,0,1,2,1,1
150,2,2,0,1,1
151,1,4,2,1,1
152,2,5,4,1,1
153,2,2,3,1,1
